,Sequence_ids,Sequence_times,SessionTime_Reference
400,"[21, 11, 16, 66, 63, 37, 72]","[0.31970000000001164, 0.1998999999999569, 0.24749999999994543, 0.0745000000000573, 0.21000000000003638, 0.23169999999993252, 1.5582999999999174]","[1017.7687000000001, 1018.0884000000001, 1018.2883, 1018.5358, 1018.6103, 1018.8203000000001, 1019.052]"
401,"[21, 16, 63, 33, 37, 72]","[0.2740000000000009, 0.318300000000022, 0.23080000000004475, 0.09739999999999327, 0.22359999999991942, 0.733600000000024]","[1020.6102999999999, 1020.8842999999999, 1021.2026, 1021.4334, 1021.5308, 1021.7543999999999]"
402,"[26, 61, 16, 63, 37, 72]","[0.6743000000000166, 0.6186000000000149, 0.2685999999998785, 0.2277000000001408, 0.22019999999997708, 0.5826999999999316]","[1022.4879999999999, 1023.1623, 1023.7809, 1024.0494999999999, 1024.2772, 1024.4974]"
403,"[21, 16, 63, 37, 77, 72]","[0.2659000000001015, 0.26569999999992433, 0.22820000000001528, 0.22880000000009204, 0.6145000000001346, 0.3648999999998068]","[1025.0801, 1025.346, 1025.6117, 1025.8399, 1026.0687, 1026.6832000000002]"
404,"[21, 16, 63, 33, 37, 72]","[0.2855000000001837, 0.4313999999999396, 0.21939999999995052, 0.09750000000008185, 0.23260000000004766, 0.5669999999997799]","[1027.0481, 1027.3336000000002, 1027.765, 1027.9844, 1028.0819000000001, 1028.3145000000002]"
405,"[21, 16, 63, 37, 72]","[0.23610000000007858, 0.3069000000000415, 0.20679999999993015, 0.29310000000009495, 0.597999999999729]","[1028.8815, 1029.1176, 1029.4245, 1029.6313, 1029.9244]"
406,"[21, 11, 16, 63, 37, 72]","[0.2740000000001146, 0.0808999999999287, 0.20199999999999818, 0.2700999999999567, 0.27130000000011023, 0.5686000000000604]","[1030.5223999999998, 1030.7964, 1030.8772999999999, 1031.0792999999999, 1031.3493999999998, 1031.6207]"
407,"[21, 11, 16, 63, 37, 72]","[0.27739999999994325, 0.4813000000001466, 0.28899999999998727, 0.20869999999990796, 0.2159999999998945, 0.7146000000000186]","[1032.1893, 1032.4667, 1032.948, 1033.237, 1033.4457, 1033.6616999999999]"
408,"[21, 16, 63, 37, 72]","[0.3185000000000855, 0.2679000000000542, 0.21269999999981337, 0.22680000000013933, 1.736599999999953]","[1034.3763, 1034.6948, 1034.9627, 1035.1753999999999, 1035.4022]"
409,"[21, 16, 63, 37]","[0.3686999999999898, 0.22860000000014224, 0.2980999999999767, 0.2481000000000222]","[1037.1388, 1037.5075, 1037.7361, 1038.0342]"
410,"[21, 16, 63, 37, 72]","[0.2901999999999134, 0.23700000000008004, 0.21149999999988722, 0.22250000000008185, 1.3518000000001393]","[1040.6441, 1040.9343, 1041.1713, 1041.3827999999999, 1041.6053]"
411,"[21, 16, 63, 37]","[0.42089999999984684, 0.2560000000000855, 0.25510000000008404, 0.20729999999980464]","[1042.9571, 1043.378, 1043.634, 1043.8891]"
412,"[26, 61, 16, 63, 37, 72]","[0.6510999999998148, 0.4067000000000007, 0.29500000000007276, 0.22730000000001382, 0.22139999999990323, 1.3626000000001568]","[1046.3087, 1046.9597999999999, 1047.3664999999999, 1047.6615, 1047.8888, 1048.1101999999998]"
413,"[21, 16, 66, 63, 37, 72]","[0.2864999999999327, 0.23900000000003274, 0.06060000000002219, 0.21259999999983847, 0.2617999999999938, 1.0209000000002106]","[1049.4728, 1049.7593, 1049.9983, 1050.0589, 1050.2714999999998, 1050.5332999999998]"
414,"[21, 16, 63, 37, 72]","[0.27549999999996544, 0.2783000000001721, 0.23789999999985412, 0.23040000000014516, 0.6690999999998439]","[1051.5542, 1051.8297, 1052.1080000000002, 1052.3459, 1052.5763000000002]"
415,"[21, 16, 63, 37, 72]","[0.2798999999999978, 0.2989000000000033, 0.23450000000002547, 0.21270000000004075, 1.159199999999828]","[1053.2454, 1053.5253, 1053.8242, 1054.0587, 1054.2714]"
416,"[21, 16, 63, 37, 72]","[0.29729999999995016, 0.28719999999998436, 0.22240000000010696, 0.21839999999997417, 1.128500000000031]","[1055.4306, 1055.7278999999999, 1056.0150999999998, 1056.2375, 1056.4559]"
417,"[21, 16, 63, 37, 72]","[0.27929999999992106, 0.2498000000000502, 0.22420000000010987, 0.28319999999985157, 1.0665000000001328]","[1057.5844, 1057.8636999999999, 1058.1135, 1058.3377, 1058.6209]"
418,[21],[0.27749999999991815],[1059.6874]
419,"[13, 32]","[0.4876000000001568, 0.4378999999998996]","[1059.9887999999999, 1060.4764]"
420,[22],[0.08130000000005566],[1060.9143]
421,"[21, 11, 16, 63, 37, 72]","[0.27579999999989013, 0.4913000000001375, 0.2717000000000098, 0.26499999999987267, 0.28930000000013933, 1.595199999999977]","[1060.9956, 1061.2713999999999, 1061.7627, 1062.0344, 1062.2993999999999, 1062.5887]"
422,"[21, 16, 63, 37, 72]","[0.31130000000007385, 0.45869999999990796, 0.2033000000001266, 0.22869999999988977, 1.3795999999999822]","[1064.1839, 1064.4952, 1064.9539, 1065.1572, 1065.3859]"
423,"[21, 13, 32]","[0.25270000000000437, 0.5498000000000047, 0.49300000000016553]","[1066.7655, 1067.0182, 1067.568]"
424,"[21, 16, 63, 37, 72]","[0.28159999999979846, 0.2940000000000964, 0.3286000000000513, 0.24479999999994106, 1.4182000000000698]","[1068.0610000000001, 1068.3426, 1068.6366, 1068.9652, 1069.21]"
425,"[21, 11, 16, 63, 33, 37, 72]","[0.22100000000000364, 0.06700000000000728, 0.24340000000006512, 0.22159999999985303, 0.08190000000013242, 0.2567999999998847, 0.6061999999999443]","[1070.6282, 1070.8492, 1070.9162000000001, 1071.1596000000002, 1071.3812, 1071.4631000000002, 1071.7199]"
426,"[21, 16, 63, 37]","[0.22200000000020736, 0.36409999999978027, 0.18570000000022446, 0.24319999999988795]","[1072.3261, 1072.5481000000002, 1072.9122, 1073.0979000000002]"
427,"[23, 37, 72]","[0.7443000000000666, 0.2962999999999738, 0.5606000000000222]","[1083.6915999999999, 1084.4359, 1084.7322]"
428,"[21, 11, 16, 63, 37, 72]","[0.375, 0.080600000000004, 0.24689999999986867, 0.19760000000019318, 0.2669999999998254, 1.2054000000002816]","[1085.2928, 1085.6678, 1085.7484, 1085.9952999999998, 1086.1929, 1086.4598999999998]"
429,"[21, 16, 63, 37, 72]","[0.28160000000002583, 0.26729999999997744, 0.189200000000028, 0.23309999999992215, 1.1778999999999087]","[1087.6653000000001, 1087.9469000000001, 1088.2142000000001, 1088.4034000000001, 1088.6365]"
430,"[21, 13, 32]","[0.2705999999998312, 0.44280000000003383, 0.28099999999994907]","[1089.8144, 1090.0849999999998, 1090.5277999999998]"
431,"[21, 16, 63, 33, 37, 72]","[0.25549999999998363, 0.28130000000010114, 0.22289999999998145, 0.10550000000012005, 0.2538999999999305, 1.3891000000000986]","[1090.8087999999998, 1091.0642999999998, 1091.3455999999999, 1091.5684999999999, 1091.674, 1091.9279]"
432,"[21, 13, 32]","[0.2860000000000582, 0.4737999999999829, 0.2442999999998392]","[1093.317, 1093.603, 1094.0768]"
433,"[21, 16, 63, 37, 72]","[0.23530000000005202, 0.2758000000001175, 0.18709999999987303, 0.29980000000000473, 1.518400000000156]","[1094.3211, 1094.5564, 1094.8322, 1095.0193, 1095.3191]"
434,"[21, 16, 63, 37, 72]","[0.32419999999979154, 0.2674000000001797, 0.21179999999981192, 0.223700000000008, 1.379699999999957]","[1096.8375, 1097.1616999999999, 1097.4291, 1097.6408999999999, 1097.8645999999999]"
435,"[21, 16, 63, 37]","[0.30169999999998254, 0.253800000000183, 0.20889999999985776, 0.27710000000001855]","[1099.2442999999998, 1099.5459999999998, 1099.7998, 1100.0086999999999]"
436,"[21, 11, 13, 37, 72]","[0.46240000000011605, 0.14919999999983702, 1.0158000000001266, 0.3239000000000942, 0.36029999999982465]","[1102.6798999999999, 1103.1423, 1103.2914999999998, 1104.3073, 1104.6312]"
437,"[21, 16, 63, 37, 72]","[0.32090000000016516, 0.23149999999986903, 0.19780000000014297, 0.24809999999979482, 1.7124000000003434]","[1104.9914999999999, 1105.3124, 1105.5439, 1105.7417, 1105.9897999999998]"
438,[32],[0.33999999999991815],[1110.4312000000002]
439,[27],[0.44010000000002947],[1110.7712000000001]
440,"[88, 84, 43, 32]","[0.17279999999982465, 0.4944000000000415, 0.43209999999999127, 0.38580000000001746]","[1132.2221000000002, 1132.3949, 1132.8893, 1133.3214]"
441,"[21, 13, 37, 76, 61, 16, 63, 37, 71, 15, 56, 67, 77, 78, 87]","[0.28539999999998145, 0.6723000000001775, 0.2883999999999105, 0.8709999999998672, 0.893500000000131, 0.4230000000000018, 0.23689999999987776, 0.235700000000179, 1.6247999999998228, 0.34380000000010114, 0.45299999999997453, 1.5239999999998872, 0.38840000000004693, 0.47849999999994, 0.8096000000000458]","[1133.7072, 1133.9926, 1134.6649000000002, 1134.9533000000001, 1135.8243, 1136.7178000000001, 1137.1408000000001, 1137.3777, 1137.6134000000002, 1139.2382, 1139.582, 1140.035, 1141.559, 1141.9474, 1142.4259]"
442,[22],[0.4412999999999556],[1147.4871]
443,[28],[0.11950000000001637],[1147.9284]
444,[34],[1.8592999999998483],[1154.0141]
445,"[55, 51, 15, 56, 63, 37, 72]","[0.5440999999998439, 0.658100000000104, 0.6842999999998938, 0.3549000000000433, 0.3704000000000178, 0.29739999999992506, 1.8478999999999814]","[1171.3828, 1171.9269, 1172.585, 1173.2693, 1173.6242, 1173.9946, 1174.292]"
446,"[21, 11, 16, 63, 37, 72]","[0.2919000000001688, 0.13789999999994507, 0.223700000000008, 0.25489999999990687, 0.36370000000010805, 1.1195999999999913]","[1176.1399, 1176.4318, 1176.5697, 1176.7934, 1177.0483, 1177.412]"
447,"[21, 16, 63, 37, 72]","[0.2519999999999527, 0.28899999999998727, 0.26120000000014443, 0.2423999999998614, 1.5308999999999742]","[1178.5316, 1178.7836, 1179.0726, 1179.3338, 1179.5762]"
448,"[21, 16, 63, 37, 72]","[0.3123000000000502, 0.25510000000008404, 0.22859999999991487, 0.21640000000002146, 1.2002999999999702]","[1181.1071, 1181.4194, 1181.6745, 1181.9031, 1182.1195]"
449,"[26, 61, 16, 63, 37, 72]","[0.5803000000000793, 0.4332999999999174, 0.2775000000001455, 0.19319999999993342, 0.22829999999999018, 1.1224999999999454]","[1183.3198, 1183.9001, 1184.3334, 1184.6109000000001, 1184.8041, 1185.0324]"
450,"[21, 16, 63, 37, 72]","[0.33080000000018117, 0.22139999999990323, 0.21010000000001128, 0.2239999999999327, 1.7311999999999443]","[1186.1549, 1186.4857000000002, 1186.7071, 1186.9172, 1187.1412]"
451,[21],[0.33350000000018554],[1188.8724]
452,"[16, 63, 37, 72]","[0.2580000000000382, 0.2077999999999065, 0.21280000000001564, 1.227200000000039]","[1189.2407, 1189.4987, 1189.7065, 1189.9193]"
453,"[21, 16, 63, 37, 72]","[0.337099999999964, 0.2682999999999538, 0.20470000000000255, 0.2015000000001237, 1.1941999999999098]","[1191.1465, 1191.4836, 1191.7519, 1191.9566, 1192.1581]"
454,"[21, 11, 16, 63, 37, 72]","[0.2986999999998261, 0.08000000000015461, 0.23270000000002256, 0.21079999999983556, 0.21749999999997272, 1.3480000000001837]","[1193.3523, 1193.6509999999998, 1193.731, 1193.9637, 1194.1744999999999, 1194.3919999999998]"
455,"[21, 16, 63, 37, 72]","[0.7964000000001761, 0.3288000000000011, 0.20359999999982392, 0.21490000000017062, 1.2169999999998709]","[1195.74, 1196.5364000000002, 1196.8652000000002, 1197.0688, 1197.2837000000002]"
456,"[21, 16, 63, 37, 72]","[0.3063999999999396, 0.26530000000002474, 0.25690000000008695, 0.21459999999979118, 1.5255999999999403]","[1198.5007, 1198.8071, 1199.0724, 1199.3293, 1199.5439]"
457,"[21, 11, 16, 63, 37, 72]","[0.3206000000000131, 0.05920000000014625, 0.4249999999999545, 0.20289999999999964, 0.274599999999964, 1.2506000000000768]","[1201.0694999999998, 1201.3900999999998, 1201.4493, 1201.8743, 1202.0772, 1202.3518]"
458,"[21, 16, 63, 37, 72]","[0.32179999999993925, 0.3069000000000415, 0.22839999999996508, 0.22420000000010987, 1.049099999999953]","[1203.6024, 1203.9242, 1204.2311, 1204.4595, 1204.6837]"
459,"[21, 13, 37, 77, 72]","[0.32130000000006476, 0.5140000000001237, 0.264299999999821, 0.07940000000007785, 0.20119999999997162]","[1205.7328, 1206.0541, 1206.5681000000002, 1206.8324, 1206.9118]"
460,"[21, 16, 63, 37, 72]","[0.302599999999984, 0.23850000000015825, 0.25699999999983447, 0.23029999999994288, 1.248299999999972]","[1207.113, 1207.4156, 1207.6541000000002, 1207.9111, 1208.1414]"
461,"[21, 12]","[0.29310000000009495, 0.7111999999999625]","[1209.3897, 1209.6828]"
462,"[21, 16, 63, 37, 72]","[0.28700000000003456, 0.2679000000000542, 0.22959999999989122, 0.23250000000007276, 1.6245000000001255]","[1210.394, 1210.681, 1210.9489, 1211.1785, 1211.411]"
463,"[21, 16]","[0.2949999999998454, 0.31090000000017426]","[1213.0355000000002, 1213.3305]"
464,"[63, 33, 37, 72]","[0.30179999999995744, 0.053200000000060754, 0.25880000000006476, 0.7371999999998025]","[1213.6771, 1213.9789, 1214.0321000000001, 1214.2909000000002]"
465,"[21, 13, 32]","[0.2518999999999778, 0.4854000000000269, 0.28719999999998436]","[1215.0281, 1215.28, 1215.7654]"
466,"[21, 16, 63, 33, 37, 72]","[0.23019999999996799, 0.2593000000001666, 0.28959999999983665, 0.08519999999998618, 0.20580000000018117, 1.1649999999997362]","[1216.0526, 1216.2828, 1216.5421000000001, 1216.8317, 1216.9169, 1217.1227000000001]"
467,[21],[0.28449999999998],[1218.2876999999999]
468,"[16, 63, 37, 72]","[0.2516000000000531, 0.2538999999999305, 0.23240000000009786, 1.1066000000000713]","[1218.6000999999999, 1218.8517, 1219.1055999999999, 1219.338]"
469,"[21, 13, 31, 16, 63, 33, 37, 72]","[0.2638999999999214, 0.718900000000076, 0.4110000000000582, 0.28949999999986176, 0.20010000000002037, 0.10760000000004766, 0.2359999999998763, 1.2075999999999567]","[1220.4446, 1220.7085, 1221.4274, 1221.8384, 1222.1279, 1222.328, 1222.4356, 1222.6716]"
470,"[21, 11, 11, 11, 16, 63, 37, 72]","[0.26650000000017826, 0.17249999999989996, 0.8667000000000371, 0.4976999999998952, 0.2986000000000786, 0.2058999999999287, 0.21910000000002583, 1.0746000000001459]","[1223.8791999999999, 1224.1457, 1224.3182, 1225.1849, 1225.6825999999999, 1225.9812, 1226.1870999999999, 1226.4062]"
471,"[21, 16, 63, 37, 72]","[0.26749999999992724, 0.35770000000002256, 0.24839999999994689, 0.2176999999999225, 1.1277999999999793]","[1227.4808, 1227.7483, 1228.106, 1228.3544, 1228.5720999999999]"
472,"[21, 11, 16, 63, 37, 72]","[0.2644999999999982, 0.14670000000000982, 0.2255999999999858, 0.20500000000015461, 0.21859999999992397, 1.1736000000000786]","[1229.6998999999998, 1229.9643999999998, 1230.1110999999999, 1230.3366999999998, 1230.5417, 1230.7603]"
473,"[21, 16, 63, 37, 72]","[0.2821999999998752, 0.22270000000003165, 0.20479999999997744, 0.30150000000003274, 1.1786999999999352]","[1231.9339, 1232.2160999999999, 1232.4388, 1232.6435999999999, 1232.9451]"
474,"[21, 16, 63, 37, 72]","[0.2904000000000906, 0.3063999999999396, 0.21640000000002146, 0.2238999999999578, 1.1761000000001332]","[1234.1237999999998, 1234.4142, 1234.7205999999999, 1234.937, 1235.1608999999999]"
475,"[21, 11, 16, 63, 37, 72]","[0.290599999999813, 0.11380000000008295, 0.296100000000024, 0.21630000000004657, 0.24729999999999563, 1.0407999999999902]","[1236.337, 1236.6275999999998, 1236.7413999999999, 1237.0375, 1237.2538, 1237.5011]"
476,"[21, 16, 63, 37, 72]","[0.23469999999997526, 0.36950000000001637, 0.18630000000007385, 0.23700000000008004, 1.548799999999801]","[1238.5419, 1238.7766, 1239.1461, 1239.3324, 1239.5694]"
477,"[21, 13, 37, 72]","[0.6324999999999363, 0.49250000000006366, 0.22139999999990323, 0.3217000000001917]","[1241.1182, 1241.7506999999998, 1242.2432, 1242.4645999999998]"
478,"[21, 16, 63, 37]","[0.3328999999998814, 0.2195000000001528, 0.21109999999998763, 0.22839999999996508]","[1242.7863, 1243.1191999999999, 1243.3387, 1243.5498]"
479,[42],[0.7462000000000444],[1306.3831]
480,"[21, 16, 63, 37, 72]","[0.6341999999999643, 0.32179999999993925, 0.3262999999999465, 0.26470000000017535, 1.6563999999998487]","[1307.1293, 1307.7635, 1308.0853, 1308.4116, 1308.6763]"
481,"[26, 63, 37, 72]","[0.6114000000000033, 0.696999999999889, 0.26500000000010004, 1.1162999999999101]","[1310.3327, 1310.9441, 1311.6410999999998, 1311.9061]"
482,"[21, 16, 63, 37, 72]","[0.47670000000016444, 0.2931999999998425, 0.2775000000001455, 0.33399999999983265, 1.6983000000002448]","[1313.0223999999998, 1313.4991, 1313.7922999999998, 1314.0698, 1314.4037999999998]"
483,"[21, 16, 63, 37, 72]","[0.35779999999999745, 0.2680000000000291, 0.2499000000000251, 0.2784999999998945, 1.3321000000000822]","[1316.1021, 1316.4599, 1316.7279, 1316.9778000000001, 1317.2563]"
484,"[21, 16, 63, 37, 72]","[0.3610999999998512, 0.2119000000000142, 0.2278000000001157, 0.2555999999999585, 1.3664000000001124]","[1318.5884, 1318.9495, 1319.1614, 1319.3892, 1319.6448]"
485,"[21, 11, 16, 63, 37, 72]","[0.35950000000002547, 0.11889999999993961, 0.3007999999999811, 0.2074000000000069, 0.24559999999996762, 1.6191000000001168]","[1321.0112000000001, 1321.3707000000002, 1321.4896, 1321.7904, 1321.9978, 1322.2434]"
486,"[21, 12]","[0.751399999999876, 0.758600000000115]","[1323.8625000000002, 1324.6139]"
487,"[21, 16, 63, 37, 72]","[0.3632999999999811, 0.2945999999999458, 0.30760000000009313, 0.24479999999994106, 0.6584999999997763]","[1325.3725000000002, 1325.7358000000002, 1326.0304, 1326.3380000000002, 1326.5828000000001]"
488,"[21, 16, 63, 37, 72]","[0.3061000000000149, 0.2357999999999265, 0.20650000000000546, 0.2925999999999931, 1.115500000000111]","[1327.2413, 1327.5474, 1327.7831999999999, 1327.9896999999999, 1328.2822999999999]"
489,"[21, 16, 63, 37, 72]","[0.3388999999999669, 0.22879999999986467, 0.20050000000014734, 0.2300000000000182, 1.5816999999999553]","[1329.3978, 1329.7367, 1329.9654999999998, 1330.166, 1330.396]"
490,"[21, 11, 16, 63, 37, 72]","[0.37590000000000146, 0.13589999999999236, 0.2704000000001088, 0.2988000000000284, 0.21249999999986358, 1.3953000000001339]","[1331.9777, 1332.3536, 1332.4895, 1332.7599, 1333.0587, 1333.2712]"
491,"[21, 16, 63, 37, 72]","[0.34619999999995343, 0.2682999999999538, 0.2052000000001044, 0.2323999999998705, 1.6557999999999993]","[1334.6665, 1335.0127, 1335.281, 1335.4862, 1335.7186]"
492,"[21, 16, 63, 37, 72]","[0.3260999999999967, 0.25469999999995707, 0.24260000000003856, 0.24860000000012406, 1.6294000000000324]","[1337.3744, 1337.7005, 1337.9551999999999, 1338.1978, 1338.4464]"
493,"[21, 16, 63, 37]","[0.35779999999999745, 0.3785000000000309, 0.21209999999996398, 0.31930000000011205]","[1340.0758, 1340.4336, 1340.8121, 1341.0242]"
494,"[21, 16, 63, 37, 72]","[0.4514999999998963, 0.2497000000000753, 0.25769999999988613, 0.23070000000006985, 1.199200000000019]","[1346.5089, 1346.9604, 1347.2101, 1347.4678, 1347.6985]"
495,"[26, 63, 32]","[0.5848000000000866, 0.2807999999999993, 0.2621999999998934]","[1348.8977, 1349.4825, 1349.7633]"
496,"[21, 13, 37, 72]","[0.31999999999993634, 0.46280000000001564, 0.2663000000000011, 0.33789999999999054]","[1350.0255, 1350.3455, 1350.8083, 1351.0746]"
497,"[21, 11, 13, 33, 37, 71, 16, 63, 37, 72]","[0.27270000000021355, 0.3774999999998272, 0.49250000000006366, 0.09979999999995925, 0.2903000000001157, 0.5036000000000058, 0.3897999999999229, 0.2221999999999298, 0.235700000000179, 1.063899999999876]","[1351.4125, 1351.6852000000001, 1352.0627, 1352.5552, 1352.655, 1352.9453, 1353.4489, 1353.8387, 1354.0609, 1354.2966000000001]"
498,[21],[0.2617000000000189],[1355.3605]
499,"[16, 63, 33, 37, 72]","[0.2826000000000022, 0.2139999999999418, 0.11830000000009022, 0.19249999999988177, 1.1764000000000578]","[1355.6648, 1355.9474, 1356.1614, 1356.2797, 1356.4722]"
500,"[21, 16, 63, 37, 72]","[0.28899999999998727, 0.2845999999999549, 0.21209999999996398, 0.28510000000005675, 1.4713000000001557]","[1357.6486, 1357.9376, 1358.2222, 1358.4343, 1358.7194]"
